key	lang	from-state	applied
uni.c4.act.h	hu	absent	yes
uni.c4.act.h	sa	absent	yes
uni.c5.act.h	en	absent	yes
uni.c5.act.h	ru	absent	yes
uni.c5.act.h	lv	absent	yes
uni.c5.act.h	th	absent	yes
uni.c5.act.h	gd	absent	yes
uni.c5.act.h	tt	absent	yes
uni.c5.act.h	uk	absent	yes
uni.c5.act.h	cs	absent	yes
uni.c5.act.h	zh	absent	yes
uni.c5.act.h	ko	absent	yes
uni.c5.act.h	ar	absent	yes
uni.c5.act.h	nl-be	absent	yes
uni.c5.act.h	es	absent	yes
uni.c5.act.h	nl	absent	yes
uni.c5.act.h	de	absent	yes
uni.c5.act.h	fr	absent	yes
uni.c5.act.h	he	absent	yes
uni.c5.act.h	hi	absent	yes
uni.c5.act.h	bn	absent	yes
uni.c5.act.h	fa	absent	yes
uni.c5.act.h	ur	absent	yes
uni.c5.act.h	ja	absent	yes
uni.c5.act.h	da	absent	yes
uni.c5.act.h	nb	absent	yes
uni.c5.act.h	sv	absent	yes
uni.c5.act.h	fi	absent	yes
uni.c5.act.h	tr	absent	yes
uni.c5.act.h	hu	absent	yes
uni.c5.act.h	sa	absent	yes
uni.c6.act.h	en	absent	yes
uni.c6.act.h	ru	absent	yes
uni.c6.act.h	lv	absent	yes
uni.c6.act.h	th	absent	yes
uni.c6.act.h	gd	absent	yes
uni.c6.act.h	tt	absent	yes
uni.c6.act.h	uk	absent	yes
uni.c6.act.h	cs	absent	yes
uni.c6.act.h	zh	absent	yes
uni.c6.act.h	ko	absent	yes
uni.c6.act.h	ar	absent	yes
uni.c6.act.h	nl-be	absent	yes
uni.c6.act.h	es	absent	yes
uni.c6.act.h	nl	absent	yes
uni.c6.act.h	de	absent	yes
uni.c6.act.h	fr	absent	yes
uni.c6.act.h	he	absent	yes
uni.c6.act.h	hi	absent	yes
uni.c6.act.h	bn	absent	yes
uni.c6.act.h	fa	absent	yes
uni.c6.act.h	ur	absent	yes
uni.c6.act.h	ja	absent	yes
uni.c6.act.h	da	absent	yes
uni.c6.act.h	nb	absent	yes
uni.c6.act.h	sv	absent	yes
uni.c6.act.h	fi	absent	yes
uni.c6.act.h	tr	absent	yes
uni.c6.act.h	hu	absent	yes
uni.c6.act.h	sa	absent	yes
uni.c7.act.h	en	absent	yes
uni.c7.act.h	ru	absent	yes
uni.c7.act.h	lv	absent	yes
uni.c7.act.h	th	absent	yes
uni.c7.act.h	gd	absent	yes
uni.c7.act.h	tt	absent	yes
uni.c7.act.h	uk	absent	yes
uni.c7.act.h	cs	absent	yes
uni.c7.act.h	zh	absent	yes
uni.c7.act.h	ko	absent	yes
uni.c7.act.h	ar	absent	yes
uni.c7.act.h	nl-be	absent	yes
uni.c7.act.h	es	absent	yes
uni.c7.act.h	nl	absent	yes
uni.c7.act.h	de	absent	yes
uni.c7.act.h	fr	absent	yes
uni.c7.act.h	he	absent	yes
uni.c7.act.h	hi	absent	yes
uni.c7.act.h	bn	absent	yes
uni.c7.act.h	fa	absent	yes
uni.c7.act.h	ur	absent	yes
uni.c7.act.h	ja	absent	yes
uni.c7.act.h	da	absent	yes
uni.c7.act.h	nb	absent	yes
uni.c7.act.h	sv	absent	yes
uni.c7.act.h	fi	absent	yes
uni.c7.act.h	tr	absent	yes
uni.c7.act.h	hu	absent	yes
uni.c7.act.h	sa	absent	yes
uni.grad.bee	en	absent	yes
uni.grad.bee	ru	absent	yes
uni.grad.bee	lv	absent	yes
uni.grad.bee	th	absent	yes
uni.grad.bee	gd	absent	yes
uni.grad.bee	tt	absent	yes
uni.grad.bee	uk	absent	yes
uni.grad.bee	cs	absent	yes
uni.grad.bee	zh	absent	yes
uni.grad.bee	ko	absent	yes
uni.grad.bee	ar	absent	yes
uni.grad.bee	nl-be	absent	yes
uni.grad.bee	es	absent	yes
uni.grad.bee	nl	absent	yes
uni.grad.bee	de	absent	yes
uni.grad.bee	fr	absent	yes
uni.grad.bee	he	absent	yes
uni.grad.bee	hi	absent	yes
uni.grad.bee	bn	absent	yes
uni.grad.bee	fa	absent	yes
uni.grad.bee	ur	absent	yes
uni.grad.bee	ja	absent	yes
uni.grad.bee	da	absent	yes
uni.grad.bee	nb	absent	yes
uni.grad.bee	sv	absent	yes
uni.grad.bee	fi	absent	yes
uni.grad.bee	tr	absent	yes
uni.grad.bee	hu	absent	yes
uni.grad.bee	sa	absent	yes
pl.voice.pick	en	absent	yes
pl.voice.pick	ru	absent	yes
pl.voice.pick	lv	absent	yes
pl.voice.pick	th	absent	yes
pl.voice.pick	gd	absent	yes
pl.voice.pick	tt	absent	yes
pl.voice.pick	uk	absent	yes
pl.voice.pick	cs	absent	yes
pl.voice.pick	zh	absent	yes
pl.voice.pick	ko	absent	yes
pl.voice.pick	ar	absent	yes
pl.voice.pick	nl-be	absent	yes
pl.voice.pick	es	absent	yes
pl.voice.pick	nl	absent	yes
pl.voice.pick	de	absent	yes
pl.voice.pick	fr	absent	yes
pl.voice.pick	he	absent	yes
pl.voice.pick	hi	absent	yes
pl.voice.pick	bn	absent	yes
pl.voice.pick	fa	absent	yes
pl.voice.pick	ur	absent	yes
pl.voice.pick	ja	absent	yes
pl.voice.pick	da	absent	yes
pl.voice.pick	nb	absent	yes
pl.voice.pick	sv	absent	yes
pl.voice.pick	fi	absent	yes
pl.voice.pick	tr	absent	yes
pl.voice.pick	hu	absent	yes
pl.voice.pick	sa	absent	yes
pl.voice.salam	en	absent	yes
pl.voice.salam	ru	absent	yes
pl.voice.salam	lv	absent	yes
pl.voice.salam	th	absent	yes
pl.voice.salam	gd	absent	yes
pl.voice.salam	tt	absent	yes
pl.voice.salam	uk	absent	yes
pl.voice.salam	cs	absent	yes
pl.voice.salam	zh	absent	yes
pl.voice.salam	ko	absent	yes
pl.voice.salam	ar	absent	yes
pl.voice.salam	nl-be	absent	yes
pl.voice.salam	es	absent	yes
pl.voice.salam	nl	absent	yes
pl.voice.salam	de	absent	yes
pl.voice.salam	fr	absent	yes
pl.voice.salam	he	absent	yes
pl.voice.salam	hi	absent	yes
pl.voice.salam	bn	absent	yes
pl.voice.salam	fa	absent	yes
pl.voice.salam	ur	absent	yes
pl.voice.salam	ja	absent	yes
pl.voice.salam	da	absent	yes
pl.voice.salam	nb	absent	yes
pl.voice.salam	sv	absent	yes
pl.voice.salam	fi	absent	yes
pl.voice.salam	tr	absent	yes
pl.voice.salam	hu	absent	yes
pl.voice.salam	sa	absent	yes
pl.expand	en	absent	yes
pl.expand	ru	absent	yes
pl.expand	lv	absent	yes
pl.expand	th	absent	yes
pl.expand	gd	absent	yes
pl.expand	tt	absent	yes
pl.expand	uk	absent	yes
pl.expand	cs	absent	yes
pl.expand	zh	absent	yes
pl.expand	ko	absent	yes
pl.expand	ar	absent	yes
pl.expand	nl-be	absent	yes
pl.expand	es	absent	yes
pl.expand	nl	absent	yes
pl.expand	de	absent	yes
pl.expand	fr	absent	yes
pl.expand	he	absent	yes
pl.expand	hi	absent	yes
pl.expand	bn	absent	yes
pl.expand	fa	absent	yes
pl.expand	ur	absent	yes
pl.expand	ja	absent	yes
pl.expand	da	absent	yes
pl.expand	nb	absent	yes
pl.expand	sv	absent	yes
pl.expand	fi	absent	yes
pl.expand	tr	absent	yes
pl.expand	hu	absent	yes
pl.expand	sa	absent	yes
pl.floor	en	absent	yes
pl.floor	ru	absent	yes
pl.floor	lv	absent	yes
pl.floor	th	absent	yes
pl.floor	gd	absent	yes
pl.floor	tt	absent	yes
pl.floor	uk	absent	yes
pl.floor	cs	absent	yes
pl.floor	zh	absent	yes
pl.floor	ko	absent	yes
pl.floor	ar	absent	yes
pl.floor	nl-be	absent	yes
pl.floor	es	absent	yes
pl.floor	nl	absent	yes
pl.floor	de	absent	yes
pl.floor	fr	absent	yes
pl.floor	he	absent	yes
pl.floor	hi	absent	yes
pl.floor	bn	absent	yes
pl.floor	fa	absent	yes
pl.floor	ur	absent	yes
pl.floor	ja	absent	yes
pl.floor	da	absent	yes
pl.floor	nb	absent	yes
pl.floor	sv	absent	yes
pl.floor	fi	absent	yes
pl.floor	tr	absent	yes
pl.floor	hu	absent	yes
pl.floor	sa	absent	yes
pl.lede	en	absent	yes
pl.lede	ru	absent	yes
pl.lede	lv	absent	yes
pl.lede	th	absent	yes
pl.lede	gd	absent	yes
pl.lede	tt	absent	yes
pl.lede	uk	absent	yes
pl.lede	cs	absent	yes
pl.lede	zh	absent	yes
pl.lede	ko	absent	yes
pl.lede	ar	absent	yes
pl.lede	nl-be	absent	yes
pl.lede	es	absent	yes
pl.lede	nl	absent	yes
pl.lede	de	absent	yes
pl.lede	fr	absent	yes
pl.lede	he	absent	yes
pl.lede	hi	absent	yes
pl.lede	bn	absent	yes
pl.lede	fa	absent	yes
pl.lede	ur	absent	yes
pl.lede	ja	absent	yes
pl.lede	da	absent	yes
pl.lede	nb	absent	yes
pl.lede	sv	absent	yes
pl.lede	fi	absent	yes
pl.lede	tr	absent	yes
pl.lede	hu	absent	yes
pl.lede	sa	absent	yes
d.plur.hint	en	absent	yes
d.plur.hint	ru	absent	yes
d.plur.hint	lv	absent	yes
d.plur.hint	th	absent	yes
d.plur.hint	gd	absent	yes
d.plur.hint	tt	absent	yes
d.plur.hint	uk	absent	yes
d.plur.hint	cs	absent	yes
d.plur.hint	zh	absent	yes
d.plur.hint	ko	absent	yes
d.plur.hint	ar	absent	yes
d.plur.hint	nl-be	absent	yes
d.plur.hint	es	absent	yes
d.plur.hint	nl	absent	yes
d.plur.hint	de	absent	yes
d.plur.hint	fr	absent	yes
d.plur.hint	he	absent	yes
d.plur.hint	hi	absent	yes
d.plur.hint	bn	absent	yes
d.plur.hint	fa	absent	yes
d.plur.hint	ur	absent	yes
d.plur.hint	ja	absent	yes
d.plur.hint	da	absent	yes
d.plur.hint	nb	absent	yes
d.plur.hint	sv	absent	yes
d.plur.hint	fi	absent	yes
d.plur.hint	tr	absent	yes
d.plur.hint	hu	absent	yes
d.plur.hint	sa	absent	yes
pl.peace	en	absent	yes
pl.peace	ru	absent	yes
pl.peace	lv	absent	yes
pl.peace	th	absent	yes
pl.peace	gd	absent	yes
pl.peace	tt	absent	yes
pl.peace	uk	absent	yes
pl.peace	cs	absent	yes
pl.peace	zh	absent	yes
pl.peace	ko	absent	yes
pl.peace	ar	absent	yes
pl.peace	nl-be	absent	yes
pl.peace	es	absent	yes
pl.peace	nl	absent	yes
pl.peace	de	absent	yes
pl.peace	fr	absent	yes
pl.peace	he	absent	yes
pl.peace	hi	absent	yes
pl.peace	bn	absent	yes
pl.peace	fa	absent	yes
pl.peace	ur	absent	yes
pl.peace	ja	absent	yes
pl.peace	da	absent	yes
pl.peace	nb	absent	yes
pl.peace	sv	absent	yes
pl.peace	fi	absent	yes
pl.peace	tr	absent	yes
pl.peace	hu	absent	yes
pl.peace	sa	absent	yes
pl.peace.gloss	en	absent	yes
pl.peace.gloss	ru	absent	yes
pl.peace.gloss	lv	absent	yes
pl.peace.gloss	th	absent	yes
pl.peace.gloss	gd	absent	yes
pl.peace.gloss	tt	absent	yes
pl.peace.gloss	uk	absent	yes
pl.peace.gloss	cs	absent	yes
pl.peace.gloss	zh	absent	yes
pl.peace.gloss	ko	absent	yes
pl.peace.gloss	ar	absent	yes
pl.peace.gloss	nl-be	absent	yes
pl.peace.gloss	es	absent	yes
pl.peace.gloss	nl	absent	yes
pl.peace.gloss	de	absent	yes
pl.peace.gloss	fr	absent	yes
pl.peace.gloss	he	absent	yes
pl.peace.gloss	hi	absent	yes
pl.peace.gloss	bn	absent	yes
pl.peace.gloss	fa	absent	yes
pl.peace.gloss	ur	absent	yes
pl.peace.gloss	ja	absent	yes
pl.peace.gloss	da	absent	yes
pl.peace.gloss	nb	absent	yes
pl.peace.gloss	sv	absent	yes
pl.peace.gloss	fi	absent	yes
pl.peace.gloss	tr	absent	yes
pl.peace.gloss	hu	absent	yes
pl.peace.gloss	sa	absent	yes
pl.note.peace	en	absent	yes
pl.note.peace	ru	absent	yes
pl.note.peace	lv	absent	yes
pl.note.peace	th	absent	yes
pl.note.peace	gd	absent	yes
pl.note.peace	tt	absent	yes
pl.note.peace	uk	absent	yes
pl.note.peace	cs	absent	yes
pl.note.peace	zh	absent	yes
pl.note.peace	ko	absent	yes
pl.note.peace	ar	absent	yes
pl.note.peace	nl-be	absent	yes
pl.note.peace	es	absent	yes
pl.note.peace	nl	absent	yes
pl.note.peace	de	absent	yes
pl.note.peace	fr	absent	yes
pl.note.peace	he	absent	yes
pl.note.peace	hi	absent	yes
pl.note.peace	bn	absent	yes
pl.note.peace	fa	absent	yes
pl.note.peace	ur	absent	yes
pl.note.peace	ja	absent	yes
pl.note.peace	da	absent	yes
pl.note.peace	nb	absent	yes
pl.note.peace	sv	absent	yes
pl.note.peace	fi	absent	yes
pl.note.peace	tr	absent	yes
pl.note.peace	hu	absent	yes
pl.note.peace	sa	absent	yes
pl.love	en	absent	yes
pl.love	ru	absent	yes
pl.love	lv	absent	yes
pl.love	th	absent	yes
pl.love	gd	absent	yes
pl.love	tt	absent	yes
pl.love	uk	absent	yes
pl.love	cs	absent	yes
pl.love	zh	absent	yes
pl.love	ko	absent	yes
pl.love	ar	absent	yes
pl.love	nl-be	absent	yes
pl.love	es	absent	yes
pl.love	nl	absent	yes
pl.love	de	absent	yes
pl.love	fr	absent	yes
pl.love	he	absent	yes
pl.love	hi	absent	yes
pl.love	bn	absent	yes
pl.love	fa	absent	yes
pl.love	ur	absent	yes
pl.love	ja	absent	yes
pl.love	da	absent	yes
pl.love	nb	absent	yes
pl.love	sv	absent	yes
pl.love	fi	absent	yes
pl.love	tr	absent	yes
pl.love	hu	absent	yes
pl.love	sa	absent	yes
pl.love.gloss	en	absent	yes
pl.love.gloss	ru	absent	yes
pl.love.gloss	lv	absent	yes
pl.love.gloss	th	absent	yes
pl.love.gloss	gd	absent	yes
pl.love.gloss	tt	absent	yes
pl.love.gloss	uk	absent	yes
pl.love.gloss	cs	absent	yes
pl.love.gloss	zh	absent	yes
pl.love.gloss	ko	absent	yes
pl.love.gloss	ar	absent	yes
pl.love.gloss	nl-be	absent	yes
pl.love.gloss	es	absent	yes
pl.love.gloss	nl	absent	yes
pl.love.gloss	de	absent	yes
pl.love.gloss	fr	absent	yes
pl.love.gloss	he	absent	yes
pl.love.gloss	hi	absent	yes
pl.love.gloss	bn	absent	yes
pl.love.gloss	fa	absent	yes
pl.love.gloss	ur	absent	yes
pl.love.gloss	ja	absent	yes
pl.love.gloss	da	absent	yes
pl.love.gloss	nb	absent	yes
pl.love.gloss	sv	absent	yes
pl.love.gloss	fi	absent	yes
pl.love.gloss	tr	absent	yes
pl.love.gloss	hu	absent	yes
pl.love.gloss	sa	absent	yes
pl.note.love	en	absent	yes
pl.note.love	ru	absent	yes
pl.note.love	lv	absent	yes
pl.note.love	th	absent	yes
pl.note.love	gd	absent	yes
pl.note.love	tt	absent	yes
pl.note.love	uk	absent	yes
pl.note.love	cs	absent	yes
pl.note.love	zh	absent	yes
pl.note.love	ko	absent	yes
pl.note.love	ar	absent	yes
pl.note.love	nl-be	absent	yes
pl.note.love	es	absent	yes
pl.note.love	nl	absent	yes
pl.note.love	de	absent	yes
pl.note.love	fr	absent	yes
pl.note.love	he	absent	yes
pl.note.love	hi	absent	yes
pl.note.love	bn	absent	yes
pl.note.love	fa	absent	yes
pl.note.love	ur	absent	yes
pl.note.love	ja	absent	yes
pl.note.love	da	absent	yes
pl.note.love	nb	absent	yes
pl.note.love	sv	absent	yes
pl.note.love	fi	absent	yes
pl.note.love	tr	absent	yes
pl.note.love	hu	absent	yes
pl.note.love	sa	absent	yes
pl.unity	en	absent	yes
pl.unity	ru	absent	yes
pl.unity	lv	absent	yes
pl.unity	th	absent	yes
pl.unity	gd	absent	yes
pl.unity	tt	absent	yes
pl.unity	uk	absent	yes
pl.unity	cs	absent	yes
pl.unity	zh	absent	yes
pl.unity	ko	absent	yes
pl.unity	ar	absent	yes
pl.unity	nl-be	absent	yes
pl.unity	es	absent	yes
pl.unity	nl	absent	yes
pl.unity	de	absent	yes
pl.unity	fr	absent	yes
pl.unity	he	absent	yes
pl.unity	hi	absent	yes
pl.unity	bn	absent	yes
pl.unity	fa	absent	yes
pl.unity	ur	absent	yes
pl.unity	ja	absent	yes
pl.unity	da	absent	yes
pl.unity	nb	absent	yes
pl.unity	sv	absent	yes
pl.unity	fi	absent	yes
pl.unity	tr	absent	yes
pl.unity	hu	absent	yes
pl.unity	sa	absent	yes
pl.unity.gloss	en	absent	yes
pl.unity.gloss	ru	absent	yes
pl.unity.gloss	lv	absent	yes
pl.unity.gloss	th	absent	yes
pl.unity.gloss	gd	absent	yes
pl.unity.gloss	tt	absent	yes
pl.unity.gloss	uk	absent	yes
pl.unity.gloss	cs	absent	yes
pl.unity.gloss	zh	absent	yes
pl.unity.gloss	ko	absent	yes
pl.unity.gloss	ar	absent	yes
pl.unity.gloss	nl-be	absent	yes
pl.unity.gloss	es	absent	yes
pl.unity.gloss	nl	absent	yes
pl.unity.gloss	de	absent	yes
pl.unity.gloss	fr	absent	yes
pl.unity.gloss	he	absent	yes
pl.unity.gloss	hi	absent	yes
pl.unity.gloss	bn	absent	yes
pl.unity.gloss	fa	absent	yes
pl.unity.gloss	ur	absent	yes
pl.unity.gloss	ja	absent	yes
pl.unity.gloss	da	absent	yes
pl.unity.gloss	nb	absent	yes
pl.unity.gloss	sv	absent	yes
pl.unity.gloss	fi	absent	yes
pl.unity.gloss	tr	absent	yes
pl.unity.gloss	hu	absent	yes
pl.unity.gloss	sa	absent	yes
pl.note.unity	en	absent	yes
pl.note.unity	ru	absent	yes
pl.note.unity	lv	absent	yes
pl.note.unity	th	absent	yes
pl.note.unity	gd	absent	yes
pl.note.unity	tt	absent	yes
pl.note.unity	uk	absent	yes
pl.note.unity	cs	absent	yes
pl.note.unity	zh	absent	yes
pl.note.unity	ko	absent	yes
pl.note.unity	ar	absent	yes
pl.note.unity	nl-be	absent	yes
pl.note.unity	es	absent	yes
pl.note.unity	nl	absent	yes
pl.note.unity	de	absent	yes
pl.note.unity	fr	absent	yes
pl.note.unity	he	absent	yes
pl.note.unity	hi	absent	yes
pl.note.unity	bn	absent	yes
pl.note.unity	fa	absent	yes
pl.note.unity	ur	absent	yes
pl.note.unity	ja	absent	yes
pl.note.unity	da	absent	yes
pl.note.unity	nb	absent	yes
pl.note.unity	sv	absent	yes
pl.note.unity	fi	absent	yes
pl.note.unity	tr	absent	yes
pl.note.unity	hu	absent	yes
pl.note.unity	sa	absent	yes
pl.respect	en	absent	yes
pl.respect	ru	absent	yes
pl.respect	lv	absent	yes
pl.respect	th	absent	yes
pl.respect	gd	absent	yes
pl.respect	tt	absent	yes
pl.respect	uk	absent	yes
pl.respect	cs	absent	yes
pl.respect	zh	absent	yes
pl.respect	ko	absent	yes
pl.respect	ar	absent	yes
pl.respect	nl-be	absent	yes
pl.respect	es	absent	yes
pl.respect	nl	absent	yes
pl.respect	de	absent	yes
pl.respect	fr	absent	yes
pl.respect	he	absent	yes
pl.respect	hi	absent	yes
pl.respect	bn	absent	yes
pl.respect	fa	absent	yes
pl.respect	ur	absent	yes
pl.respect	ja	absent	yes
pl.respect	da	absent	yes
pl.respect	nb	absent	yes
pl.respect	sv	absent	yes
pl.respect	fi	absent	yes
pl.respect	tr	absent	yes
pl.respect	hu	absent	yes
pl.respect	sa	absent	yes
pl.respect.gloss	en	absent	yes
pl.respect.gloss	ru	absent	yes
pl.respect.gloss	lv	absent	yes
pl.respect.gloss	th	absent	yes
pl.respect.gloss	gd	absent	yes
pl.respect.gloss	tt	absent	yes
pl.respect.gloss	uk	absent	yes
pl.respect.gloss	cs	absent	yes
pl.respect.gloss	zh	absent	yes
pl.respect.gloss	ko	absent	yes
pl.respect.gloss	ar	absent	yes
pl.respect.gloss	nl-be	absent	yes
pl.respect.gloss	es	absent	yes
pl.respect.gloss	nl	absent	yes
pl.respect.gloss	de	absent	yes
pl.respect.gloss	fr	absent	yes
pl.respect.gloss	he	absent	yes
pl.respect.gloss	hi	absent	yes
pl.respect.gloss	bn	absent	yes
pl.respect.gloss	fa	absent	yes
pl.respect.gloss	ur	absent	yes
pl.respect.gloss	ja	absent	yes
pl.respect.gloss	da	absent	yes
pl.respect.gloss	nb	absent	yes
pl.respect.gloss	sv	absent	yes
pl.respect.gloss	fi	absent	yes
pl.respect.gloss	tr	absent	yes
pl.respect.gloss	hu	absent	yes
pl.respect.gloss	sa	absent	yes
pl.note.respect	en	absent	yes
pl.note.respect	ru	absent	yes
pl.note.respect	lv	absent	yes
pl.note.respect	th	absent	yes
pl.note.respect	gd	absent	yes
pl.note.respect	tt	absent	yes
pl.note.respect	uk	absent	yes
pl.note.respect	cs	absent	yes
pl.note.respect	zh	absent	yes
pl.note.respect	ko	absent	yes
pl.note.respect	ar	absent	yes
pl.note.respect	nl-be	absent	yes
pl.note.respect	es	absent	yes
pl.note.respect	nl	absent	yes
pl.note.respect	de	absent	yes
pl.note.respect	fr	absent	yes
pl.note.respect	he	absent	yes
pl.note.respect	hi	absent	yes
pl.note.respect	bn	absent	yes
pl.note.respect	fa	absent	yes
pl.note.respect	ur	absent	yes
pl.note.respect	ja	absent	yes
pl.note.respect	da	absent	yes
pl.note.respect	nb	absent	yes
pl.note.respect	sv	absent	yes
pl.note.respect	fi	absent	yes
pl.note.respect	tr	absent	yes
pl.note.respect	hu	absent	yes
pl.note.respect	sa	absent	yes
d.plur.roses.h	en	absent	yes
d.plur.roses.h	ru	absent	yes
d.plur.roses.h	lv	absent	yes
d.plur.roses.h	th	absent	yes
d.plur.roses.h	gd	absent	yes
d.plur.roses.h	tt	absent	yes
d.plur.roses.h	uk	absent	yes
d.plur.roses.h	cs	absent	yes
d.plur.roses.h	zh	absent	yes
d.plur.roses.h	ko	absent	yes
d.plur.roses.h	ar	absent	yes
d.plur.roses.h	nl-be	absent	yes
d.plur.roses.h	es	absent	yes
d.plur.roses.h	nl	absent	yes
d.plur.roses.h	de	absent	yes
d.plur.roses.h	fr	absent	yes
d.plur.roses.h	he	absent	yes
d.plur.roses.h	hi	absent	yes
d.plur.roses.h	bn	absent	yes
d.plur.roses.h	fa	absent	yes
d.plur.roses.h	ur	absent	yes
d.plur.roses.h	ja	absent	yes
d.plur.roses.h	da	absent	yes
d.plur.roses.h	nb	absent	yes
d.plur.roses.h	sv	absent	yes
d.plur.roses.h	fi	absent	yes
d.plur.roses.h	tr	absent	yes
d.plur.roses.h	hu	absent	yes
d.plur.roses.h	sa	absent	yes
d.plur.roses.why	en	absent	yes
d.plur.roses.why	ru	absent	yes
d.plur.roses.why	lv	absent	yes
d.plur.roses.why	th	absent	yes
d.plur.roses.why	gd	absent	yes
d.plur.roses.why	tt	absent	yes
d.plur.roses.why	uk	absent	yes
d.plur.roses.why	cs	absent	yes
d.plur.roses.why	zh	absent	yes
d.plur.roses.why	ko	absent	yes
d.plur.roses.why	ar	absent	yes
d.plur.roses.why	nl-be	absent	yes
d.plur.roses.why	es	absent	yes
d.plur.roses.why	nl	absent	yes
d.plur.roses.why	de	absent	yes
d.plur.roses.why	fr	absent	yes
d.plur.roses.why	he	absent	yes
d.plur.roses.why	hi	absent	yes
d.plur.roses.why	bn	absent	yes
d.plur.roses.why	fa	absent	yes
d.plur.roses.why	ur	absent	yes
d.plur.roses.why	ja	absent	yes
d.plur.roses.why	da	absent	yes
d.plur.roses.why	nb	absent	yes
d.plur.roses.why	sv	absent	yes
d.plur.roses.why	fi	absent	yes
d.plur.roses.why	tr	absent	yes
d.plur.roses.why	hu	absent	yes
d.plur.roses.why	sa	absent	yes
d.plur.roses.oddlaw	en	absent	yes
d.plur.roses.oddlaw	ru	absent	yes
d.plur.roses.oddlaw	lv	absent	yes
d.plur.roses.oddlaw	th	absent	yes
d.plur.roses.oddlaw	gd	absent	yes
d.plur.roses.oddlaw	tt	absent	yes
d.plur.roses.oddlaw	uk	absent	yes
d.plur.roses.oddlaw	cs	absent	yes
d.plur.roses.oddlaw	zh	absent	yes
d.plur.roses.oddlaw	ko	absent	yes
d.plur.roses.oddlaw	ar	absent	yes
d.plur.roses.oddlaw	nl-be	absent	yes
d.plur.roses.oddlaw	es	absent	yes
d.plur.roses.oddlaw	nl	absent	yes
d.plur.roses.oddlaw	de	absent	yes
d.plur.roses.oddlaw	fr	absent	yes
d.plur.roses.oddlaw	he	absent	yes
d.plur.roses.oddlaw	hi	absent	yes
d.plur.roses.oddlaw	bn	absent	yes
d.plur.roses.oddlaw	fa	absent	yes
d.plur.roses.oddlaw	ur	absent	yes
d.plur.roses.oddlaw	ja	absent	yes
d.plur.roses.oddlaw	da	absent	yes
d.plur.roses.oddlaw	nb	absent	yes
d.plur.roses.oddlaw	sv	absent	yes
d.plur.roses.oddlaw	fi	absent	yes
d.plur.roses.oddlaw	tr	absent	yes
d.plur.roses.oddlaw	hu	absent	yes
d.plur.roses.oddlaw	sa	absent	yes
pl.roses.3	en	absent	yes
pl.roses.3	ru	absent	yes
pl.roses.3	lv	absent	yes
pl.roses.3	th	absent	yes
pl.roses.3	gd	absent	yes
pl.roses.3	tt	absent	yes
pl.roses.3	uk	absent	yes
pl.roses.3	cs	absent	yes
pl.roses.3	zh	absent	yes
pl.roses.3	ko	absent	yes
pl.roses.3	ar	absent	yes
pl.roses.3	nl-be	absent	yes
pl.roses.3	es	absent	yes
pl.roses.3	nl	absent	yes
pl.roses.3	de	absent	yes
pl.roses.3	fr	absent	yes
pl.roses.3	he	absent	yes
pl.roses.3	hi	absent	yes
pl.roses.3	bn	absent	yes
pl.roses.3	fa	absent	yes
pl.roses.3	ur	absent	yes
pl.roses.3	ja	absent	yes
pl.roses.3	da	absent	yes
pl.roses.3	nb	absent	yes
pl.roses.3	sv	absent	yes
pl.roses.3	fi	absent	yes
pl.roses.3	tr	absent	yes
pl.roses.3	hu	absent	yes
pl.roses.3	sa	absent	yes
pl.roses.5	en	absent	yes
pl.roses.5	ru	absent	yes
pl.roses.5	lv	absent	yes
pl.roses.5	th	absent	yes
pl.roses.5	gd	absent	yes
pl.roses.5	tt	absent	yes
pl.roses.5	uk	absent	yes
pl.roses.5	cs	absent	yes
pl.roses.5	zh	absent	yes
pl.roses.5	ko	absent	yes
pl.roses.5	ar	absent	yes
pl.roses.5	nl-be	absent	yes
pl.roses.5	es	absent	yes
pl.roses.5	nl	absent	yes
pl.roses.5	de	absent	yes
pl.roses.5	fr	absent	yes
pl.roses.5	he	absent	yes
pl.roses.5	hi	absent	yes
pl.roses.5	bn	absent	yes
pl.roses.5	fa	absent	yes
pl.roses.5	ur	absent	yes
pl.roses.5	ja	absent	yes
pl.roses.5	da	absent	yes
pl.roses.5	nb	absent	yes
pl.roses.5	sv	absent	yes
pl.roses.5	fi	absent	yes
pl.roses.5	tr	absent	yes
pl.roses.5	hu	absent	yes
pl.roses.5	sa	absent	yes
pl.roses.7	en	absent	yes
pl.roses.7	ru	absent	yes
pl.roses.7	lv	absent	yes
pl.roses.7	th	absent	yes
pl.roses.7	gd	absent	yes
pl.roses.7	tt	absent	yes
pl.roses.7	uk	absent	yes
pl.roses.7	cs	absent	yes
pl.roses.7	zh	absent	yes
pl.roses.7	ko	absent	yes
pl.roses.7	ar	absent	yes
pl.roses.7	nl-be	absent	yes
pl.roses.7	es	absent	yes
pl.roses.7	nl	absent	yes
pl.roses.7	de	absent	yes
pl.roses.7	fr	absent	yes
pl.roses.7	he	absent	yes
pl.roses.7	hi	absent	yes
pl.roses.7	bn	absent	yes
pl.roses.7	fa	absent	yes
pl.roses.7	ur	absent	yes
pl.roses.7	ja	absent	yes
pl.roses.7	da	absent	yes
pl.roses.7	nb	absent	yes
pl.roses.7	sv	absent	yes
pl.roses.7	fi	absent	yes
pl.roses.7	tr	absent	yes
