key	lang	from-state	applied
bld.cmp.removal.t	nb	absent	yes
bld.cmp.removal.t	sv	absent	yes
bld.cmp.removal.t	fi	absent	yes
bld.cmp.removal.t	tr	absent	yes
bld.cmp.removal.t	hu	absent	yes
bld.cmp.removal.t	sa	absent	yes
bld.cmp.removal.d	en	absent	yes
bld.cmp.removal.d	ru	absent	yes
bld.cmp.removal.d	lv	absent	yes
bld.cmp.removal.d	th	absent	yes
bld.cmp.removal.d	gd	absent	yes
bld.cmp.removal.d	tt	absent	yes
bld.cmp.removal.d	uk	absent	yes
bld.cmp.removal.d	cs	absent	yes
bld.cmp.removal.d	zh	absent	yes
bld.cmp.removal.d	ko	absent	yes
bld.cmp.removal.d	ar	absent	yes
bld.cmp.removal.d	nl-be	absent	yes
bld.cmp.removal.d	es	absent	yes
bld.cmp.removal.d	nl	absent	yes
bld.cmp.removal.d	de	absent	yes
bld.cmp.removal.d	fr	absent	yes
bld.cmp.removal.d	he	absent	yes
bld.cmp.removal.d	hi	absent	yes
bld.cmp.removal.d	bn	absent	yes
bld.cmp.removal.d	fa	absent	yes
bld.cmp.removal.d	ur	absent	yes
bld.cmp.removal.d	ja	absent	yes
bld.cmp.removal.d	da	absent	yes
bld.cmp.removal.d	nb	absent	yes
bld.cmp.removal.d	sv	absent	yes
bld.cmp.removal.d	fi	absent	yes
bld.cmp.removal.d	tr	absent	yes
bld.cmp.removal.d	hu	absent	yes
bld.cmp.removal.d	sa	absent	yes
bld.cmp.improve	en	absent	yes
bld.cmp.improve	ru	absent	yes
bld.cmp.improve	lv	absent	yes
bld.cmp.improve	th	absent	yes
bld.cmp.improve	gd	absent	yes
bld.cmp.improve	tt	absent	yes
bld.cmp.improve	uk	absent	yes
bld.cmp.improve	cs	absent	yes
bld.cmp.improve	zh	absent	yes
bld.cmp.improve	ko	absent	yes
bld.cmp.improve	ar	absent	yes
bld.cmp.improve	nl-be	absent	yes
bld.cmp.improve	es	absent	yes
bld.cmp.improve	nl	absent	yes
bld.cmp.improve	de	absent	yes
bld.cmp.improve	fr	absent	yes
bld.cmp.improve	he	absent	yes
bld.cmp.improve	hi	absent	yes
bld.cmp.improve	bn	absent	yes
bld.cmp.improve	fa	absent	yes
bld.cmp.improve	ur	absent	yes
bld.cmp.improve	ja	absent	yes
bld.cmp.improve	da	absent	yes
bld.cmp.improve	nb	absent	yes
bld.cmp.improve	sv	absent	yes
bld.cmp.improve	fi	absent	yes
bld.cmp.improve	tr	absent	yes
bld.cmp.improve	hu	absent	yes
bld.cmp.improve	sa	absent	yes
bld.cmp.improve.t	en	absent	yes
bld.cmp.improve.t	ru	absent	yes
bld.cmp.improve.t	lv	absent	yes
bld.cmp.improve.t	th	absent	yes
bld.cmp.improve.t	gd	absent	yes
bld.cmp.improve.t	tt	absent	yes
bld.cmp.improve.t	uk	absent	yes
bld.cmp.improve.t	cs	absent	yes
bld.cmp.improve.t	zh	absent	yes
bld.cmp.improve.t	ko	absent	yes
bld.cmp.improve.t	ar	absent	yes
bld.cmp.improve.t	nl-be	absent	yes
bld.cmp.improve.t	es	absent	yes
bld.cmp.improve.t	nl	absent	yes
bld.cmp.improve.t	de	absent	yes
bld.cmp.improve.t	fr	absent	yes
bld.cmp.improve.t	he	absent	yes
bld.cmp.improve.t	hi	absent	yes
bld.cmp.improve.t	bn	absent	yes
bld.cmp.improve.t	fa	absent	yes
bld.cmp.improve.t	ur	absent	yes
bld.cmp.improve.t	ja	absent	yes
bld.cmp.improve.t	da	absent	yes
bld.cmp.improve.t	nb	absent	yes
bld.cmp.improve.t	sv	absent	yes
bld.cmp.improve.t	fi	absent	yes
bld.cmp.improve.t	tr	absent	yes
bld.cmp.improve.t	hu	absent	yes
bld.cmp.improve.t	sa	absent	yes
bld.cmp.improve.d	en	absent	yes
bld.cmp.improve.d	ru	absent	yes
bld.cmp.improve.d	lv	absent	yes
bld.cmp.improve.d	th	absent	yes
bld.cmp.improve.d	gd	absent	yes
bld.cmp.improve.d	tt	absent	yes
bld.cmp.improve.d	uk	absent	yes
bld.cmp.improve.d	cs	absent	yes
bld.cmp.improve.d	zh	absent	yes
bld.cmp.improve.d	ko	absent	yes
bld.cmp.improve.d	ar	absent	yes
bld.cmp.improve.d	nl-be	absent	yes
bld.cmp.improve.d	es	absent	yes
bld.cmp.improve.d	nl	absent	yes
bld.cmp.improve.d	de	absent	yes
bld.cmp.improve.d	fr	absent	yes
bld.cmp.improve.d	he	absent	yes
bld.cmp.improve.d	hi	absent	yes
bld.cmp.improve.d	bn	absent	yes
bld.cmp.improve.d	fa	absent	yes
bld.cmp.improve.d	ur	absent	yes
bld.cmp.improve.d	ja	absent	yes
bld.cmp.improve.d	da	absent	yes
bld.cmp.improve.d	nb	absent	yes
bld.cmp.improve.d	sv	absent	yes
bld.cmp.improve.d	fi	absent	yes
bld.cmp.improve.d	tr	absent	yes
bld.cmp.improve.d	hu	absent	yes
bld.cmp.improve.d	sa	absent	yes
bld.spec	en	absent	yes
bld.spec	ru	absent	yes
bld.spec	lv	absent	yes
bld.spec	th	absent	yes
bld.spec	gd	absent	yes
bld.spec	tt	absent	yes
bld.spec	uk	absent	yes
bld.spec	cs	absent	yes
bld.spec	zh	absent	yes
bld.spec	ko	absent	yes
bld.spec	ar	absent	yes
bld.spec	nl-be	absent	yes
bld.spec	es	absent	yes
bld.spec	nl	absent	yes
bld.spec	de	absent	yes
bld.spec	fr	absent	yes
bld.spec	he	absent	yes
bld.spec	hi	absent	yes
bld.spec	bn	absent	yes
bld.spec	fa	absent	yes
bld.spec	ur	absent	yes
bld.spec	ja	absent	yes
bld.spec	da	absent	yes
bld.spec	nb	absent	yes
bld.spec	sv	absent	yes
bld.spec	fi	absent	yes
bld.spec	tr	absent	yes
bld.spec	hu	absent	yes
bld.spec	sa	absent	yes
bld.consent.law	en	absent	yes
bld.consent.law	ru	absent	yes
bld.consent.law	lv	absent	yes
bld.consent.law	th	absent	yes
bld.consent.law	gd	absent	yes
bld.consent.law	tt	absent	yes
bld.consent.law	uk	absent	yes
bld.consent.law	cs	absent	yes
bld.consent.law	zh	absent	yes
bld.consent.law	ko	absent	yes
bld.consent.law	ar	absent	yes
bld.consent.law	nl-be	absent	yes
bld.consent.law	es	absent	yes
bld.consent.law	nl	absent	yes
bld.consent.law	de	absent	yes
bld.consent.law	fr	absent	yes
bld.consent.law	he	absent	yes
bld.consent.law	hi	absent	yes
bld.consent.law	bn	absent	yes
bld.consent.law	fa	absent	yes
bld.consent.law	ur	absent	yes
bld.consent.law	ja	absent	yes
bld.consent.law	da	absent	yes
bld.consent.law	nb	absent	yes
bld.consent.law	sv	absent	yes
bld.consent.law	fi	absent	yes
bld.consent.law	tr	absent	yes
bld.consent.law	hu	absent	yes
bld.consent.law	sa	absent	yes
bld.consent.neg	en	absent	yes
bld.consent.neg	ru	absent	yes
bld.consent.neg	lv	absent	yes
bld.consent.neg	th	absent	yes
bld.consent.neg	gd	absent	yes
bld.consent.neg	tt	absent	yes
bld.consent.neg	uk	absent	yes
bld.consent.neg	cs	absent	yes
bld.consent.neg	zh	absent	yes
bld.consent.neg	ko	absent	yes
bld.consent.neg	ar	absent	yes
bld.consent.neg	nl-be	absent	yes
bld.consent.neg	es	absent	yes
bld.consent.neg	nl	absent	yes
bld.consent.neg	de	absent	yes
bld.consent.neg	fr	absent	yes
bld.consent.neg	he	absent	yes
bld.consent.neg	hi	absent	yes
bld.consent.neg	bn	absent	yes
bld.consent.neg	fa	absent	yes
bld.consent.neg	ur	absent	yes
bld.consent.neg	ja	absent	yes
bld.consent.neg	da	absent	yes
bld.consent.neg	nb	absent	yes
bld.consent.neg	sv	absent	yes
bld.consent.neg	fi	absent	yes
bld.consent.neg	tr	absent	yes
bld.consent.neg	hu	absent	yes
bld.consent.neg	sa	absent	yes
bld.dock.law	en	absent	yes
bld.dock.law	ru	absent	yes
bld.dock.law	lv	absent	yes
bld.dock.law	th	absent	yes
bld.dock.law	gd	absent	yes
bld.dock.law	tt	absent	yes
bld.dock.law	uk	absent	yes
bld.dock.law	cs	absent	yes
bld.dock.law	zh	absent	yes
bld.dock.law	ko	absent	yes
bld.dock.law	ar	absent	yes
bld.dock.law	nl-be	absent	yes
bld.dock.law	es	absent	yes
bld.dock.law	nl	absent	yes
bld.dock.law	de	absent	yes
bld.dock.law	fr	absent	yes
bld.dock.law	he	absent	yes
bld.dock.law	hi	absent	yes
bld.dock.law	bn	absent	yes
bld.dock.law	fa	absent	yes
bld.dock.law	ur	absent	yes
bld.dock.law	ja	absent	yes
bld.dock.law	da	absent	yes
bld.dock.law	nb	absent	yes
bld.dock.law	sv	absent	yes
bld.dock.law	fi	absent	yes
bld.dock.law	tr	absent	yes
bld.dock.law	hu	absent	yes
bld.dock.law	sa	absent	yes
bld.control.h	en	absent	yes
bld.control.h	ru	absent	yes
bld.control.h	lv	absent	yes
bld.control.h	th	absent	yes
bld.control.h	gd	absent	yes
bld.control.h	tt	absent	yes
bld.control.h	uk	absent	yes
bld.control.h	cs	absent	yes
bld.control.h	zh	absent	yes
bld.control.h	ko	absent	yes
bld.control.h	ar	absent	yes
bld.control.h	nl-be	absent	yes
bld.control.h	es	absent	yes
bld.control.h	nl	absent	yes
bld.control.h	de	absent	yes
bld.control.h	fr	absent	yes
bld.control.h	he	absent	yes
bld.control.h	hi	absent	yes
bld.control.h	bn	absent	yes
bld.control.h	fa	absent	yes
bld.control.h	ur	absent	yes
bld.control.h	ja	absent	yes
bld.control.h	da	absent	yes
bld.control.h	nb	absent	yes
bld.control.h	sv	absent	yes
bld.control.h	fi	absent	yes
bld.control.h	tr	absent	yes
bld.control.h	hu	absent	yes
bld.control.h	sa	absent	yes
bld.control.law	en	absent	yes
bld.control.law	ru	absent	yes
bld.control.law	lv	absent	yes
bld.control.law	th	absent	yes
bld.control.law	gd	absent	yes
bld.control.law	tt	absent	yes
bld.control.law	uk	absent	yes
bld.control.law	cs	absent	yes
bld.control.law	zh	absent	yes
bld.control.law	ko	absent	yes
bld.control.law	ar	absent	yes
bld.control.law	nl-be	absent	yes
bld.control.law	es	absent	yes
bld.control.law	nl	absent	yes
bld.control.law	de	absent	yes
bld.control.law	fr	absent	yes
bld.control.law	he	absent	yes
bld.control.law	hi	absent	yes
bld.control.law	bn	absent	yes
bld.control.law	fa	absent	yes
bld.control.law	ur	absent	yes
bld.control.law	ja	absent	yes
bld.control.law	da	absent	yes
bld.control.law	nb	absent	yes
bld.control.law	sv	absent	yes
bld.control.law	fi	absent	yes
bld.control.law	tr	absent	yes
bld.control.law	hu	absent	yes
bld.control.law	sa	absent	yes
bld.corpus.banner	en	absent	yes
bld.corpus.banner	ru	absent	yes
bld.corpus.banner	lv	absent	yes
bld.corpus.banner	th	absent	yes
bld.corpus.banner	gd	absent	yes
bld.corpus.banner	tt	absent	yes
bld.corpus.banner	uk	absent	yes
bld.corpus.banner	cs	absent	yes
bld.corpus.banner	zh	absent	yes
bld.corpus.banner	ko	absent	yes
bld.corpus.banner	ar	absent	yes
bld.corpus.banner	nl-be	absent	yes
bld.corpus.banner	es	absent	yes
bld.corpus.banner	nl	absent	yes
bld.corpus.banner	de	absent	yes
bld.corpus.banner	fr	absent	yes
bld.corpus.banner	he	absent	yes
bld.corpus.banner	hi	absent	yes
bld.corpus.banner	bn	absent	yes
bld.corpus.banner	fa	absent	yes
bld.corpus.banner	ur	absent	yes
bld.corpus.banner	ja	absent	yes
bld.corpus.banner	da	absent	yes
bld.corpus.banner	nb	absent	yes
bld.corpus.banner	sv	absent	yes
bld.corpus.banner	fi	absent	yes
bld.corpus.banner	tr	absent	yes
bld.corpus.banner	hu	absent	yes
bld.corpus.banner	sa	absent	yes
bld.corpus.law	en	absent	yes
bld.corpus.law	ru	absent	yes
bld.corpus.law	lv	absent	yes
bld.corpus.law	th	absent	yes
bld.corpus.law	gd	absent	yes
bld.corpus.law	tt	absent	yes
bld.corpus.law	uk	absent	yes
bld.corpus.law	cs	absent	yes
bld.corpus.law	zh	absent	yes
bld.corpus.law	ko	absent	yes
bld.corpus.law	ar	absent	yes
bld.corpus.law	nl-be	absent	yes
bld.corpus.law	es	absent	yes
bld.corpus.law	nl	absent	yes
bld.corpus.law	de	absent	yes
bld.corpus.law	fr	absent	yes
bld.corpus.law	he	absent	yes
bld.corpus.law	hi	absent	yes
bld.corpus.law	bn	absent	yes
bld.corpus.law	fa	absent	yes
bld.corpus.law	ur	absent	yes
bld.corpus.law	ja	absent	yes
bld.corpus.law	da	absent	yes
bld.corpus.law	nb	absent	yes
bld.corpus.law	sv	absent	yes
bld.corpus.law	fi	absent	yes
bld.corpus.law	tr	absent	yes
bld.corpus.law	hu	absent	yes
bld.corpus.law	sa	absent	yes
bld.sweeps.law	en	absent	yes
bld.sweeps.law	ru	absent	yes
bld.sweeps.law	lv	absent	yes
bld.sweeps.law	th	absent	yes
bld.sweeps.law	gd	absent	yes
bld.sweeps.law	tt	absent	yes
bld.sweeps.law	uk	absent	yes
bld.sweeps.law	cs	absent	yes
bld.sweeps.law	zh	absent	yes
bld.sweeps.law	ko	absent	yes
bld.sweeps.law	ar	absent	yes
bld.sweeps.law	nl-be	absent	yes
bld.sweeps.law	es	absent	yes
bld.sweeps.law	nl	absent	yes
bld.sweeps.law	de	absent	yes
bld.sweeps.law	fr	absent	yes
bld.sweeps.law	he	absent	yes
bld.sweeps.law	hi	absent	yes
bld.sweeps.law	bn	absent	yes
bld.sweeps.law	fa	absent	yes
bld.sweeps.law	ur	absent	yes
bld.sweeps.law	ja	absent	yes
bld.sweeps.law	da	absent	yes
bld.sweeps.law	nb	absent	yes
bld.sweeps.law	sv	absent	yes
bld.sweeps.law	fi	absent	yes
bld.sweeps.law	tr	absent	yes
bld.sweeps.law	hu	absent	yes
bld.sweeps.law	sa	absent	yes
bld.sk.bee	en	absent	yes
bld.sk.bee	ru	absent	yes
bld.sk.bee	lv	absent	yes
bld.sk.bee	th	absent	yes
bld.sk.bee	gd	absent	yes
bld.sk.bee	tt	absent	yes
bld.sk.bee	uk	absent	yes
bld.sk.bee	cs	absent	yes
bld.sk.bee	zh	absent	yes
bld.sk.bee	ko	absent	yes
bld.sk.bee	ar	absent	yes
bld.sk.bee	nl-be	absent	yes
bld.sk.bee	es	absent	yes
bld.sk.bee	nl	absent	yes
bld.sk.bee	de	absent	yes
bld.sk.bee	fr	absent	yes
bld.sk.bee	he	absent	yes
bld.sk.bee	hi	absent	yes
bld.sk.bee	bn	absent	yes
bld.sk.bee	fa	absent	yes
bld.sk.bee	ur	absent	yes
bld.sk.bee	ja	absent	yes
bld.sk.bee	da	absent	yes
bld.sk.bee	nb	absent	yes
bld.sk.bee	sv	absent	yes
bld.sk.bee	fi	absent	yes
bld.sk.bee	tr	absent	yes
bld.sk.bee	hu	absent	yes
bld.sk.bee	sa	absent	yes
bld.sk.raver	en	absent	yes
bld.sk.raver	ru	absent	yes
bld.sk.raver	lv	absent	yes
bld.sk.raver	th	absent	yes
bld.sk.raver	gd	absent	yes
bld.sk.raver	tt	absent	yes
bld.sk.raver	uk	absent	yes
bld.sk.raver	cs	absent	yes
bld.sk.raver	zh	absent	yes
bld.sk.raver	ko	absent	yes
bld.sk.raver	ar	absent	yes
bld.sk.raver	nl-be	absent	yes
bld.sk.raver	es	absent	yes
bld.sk.raver	nl	absent	yes
bld.sk.raver	de	absent	yes
bld.sk.raver	fr	absent	yes
bld.sk.raver	he	absent	yes
bld.sk.raver	hi	absent	yes
bld.sk.raver	bn	absent	yes
bld.sk.raver	fa	absent	yes
bld.sk.raver	ur	absent	yes
bld.sk.raver	ja	absent	yes
bld.sk.raver	da	absent	yes
bld.sk.raver	nb	absent	yes
bld.sk.raver	sv	absent	yes
bld.sk.raver	fi	absent	yes
bld.sk.raver	tr	absent	yes
bld.sk.raver	hu	absent	yes
bld.sk.raver	sa	absent	yes
bld.sk.cypher	en	absent	yes
bld.sk.cypher	ru	absent	yes
bld.sk.cypher	lv	absent	yes
bld.sk.cypher	th	absent	yes
bld.sk.cypher	gd	absent	yes
bld.sk.cypher	tt	absent	yes
bld.sk.cypher	uk	absent	yes
bld.sk.cypher	cs	absent	yes
bld.sk.cypher	zh	absent	yes
bld.sk.cypher	ko	absent	yes
bld.sk.cypher	ar	absent	yes
bld.sk.cypher	nl-be	absent	yes
bld.sk.cypher	es	absent	yes
bld.sk.cypher	nl	absent	yes
bld.sk.cypher	de	absent	yes
bld.sk.cypher	fr	absent	yes
bld.sk.cypher	he	absent	yes
bld.sk.cypher	hi	absent	yes
bld.sk.cypher	bn	absent	yes
bld.sk.cypher	fa	absent	yes
bld.sk.cypher	ur	absent	yes
bld.sk.cypher	ja	absent	yes
bld.sk.cypher	da	absent	yes
bld.sk.cypher	nb	absent	yes
bld.sk.cypher	sv	absent	yes
bld.sk.cypher	fi	absent	yes
bld.sk.cypher	tr	absent	yes
bld.sk.cypher	hu	absent	yes
bld.sk.cypher	sa	absent	yes
bld.sk.etym.h	en	absent	yes
bld.sk.etym.h	ru	absent	yes
bld.sk.etym.h	lv	absent	yes
bld.sk.etym.h	th	absent	yes
bld.sk.etym.h	gd	absent	yes
bld.sk.etym.h	tt	absent	yes
bld.sk.etym.h	uk	absent	yes
bld.sk.etym.h	cs	absent	yes
bld.sk.etym.h	zh	absent	yes
bld.sk.etym.h	ko	absent	yes
bld.sk.etym.h	ar	absent	yes
bld.sk.etym.h	nl-be	absent	yes
bld.sk.etym.h	es	absent	yes
bld.sk.etym.h	nl	absent	yes
bld.sk.etym.h	de	absent	yes
bld.sk.etym.h	fr	absent	yes
bld.sk.etym.h	he	absent	yes
bld.sk.etym.h	hi	absent	yes
bld.sk.etym.h	bn	absent	yes
bld.sk.etym.h	fa	absent	yes
bld.sk.etym.h	ur	absent	yes
bld.sk.etym.h	ja	absent	yes
bld.sk.etym.h	da	absent	yes
bld.sk.etym.h	nb	absent	yes
bld.sk.etym.h	sv	absent	yes
bld.sk.etym.h	fi	absent	yes
bld.sk.etym.h	tr	absent	yes
bld.sk.etym.h	hu	absent	yes
bld.sk.etym.h	sa	absent	yes
bld.sk.etym	en	absent	yes
bld.sk.etym	ru	absent	yes
bld.sk.etym	lv	absent	yes
bld.sk.etym	th	absent	yes
bld.sk.etym	gd	absent	yes
bld.sk.etym	tt	absent	yes
bld.sk.etym	uk	absent	yes
bld.sk.etym	cs	absent	yes
bld.sk.etym	zh	absent	yes
bld.sk.etym	ko	absent	yes
bld.sk.etym	ar	absent	yes
bld.sk.etym	nl-be	absent	yes
bld.sk.etym	es	absent	yes
bld.sk.etym	nl	absent	yes
bld.sk.etym	de	absent	yes
bld.sk.etym	fr	absent	yes
bld.sk.etym	he	absent	yes
bld.sk.etym	hi	absent	yes
bld.sk.etym	bn	absent	yes
bld.sk.etym	fa	absent	yes
bld.sk.etym	ur	absent	yes
bld.sk.etym	ja	absent	yes
bld.sk.etym	da	absent	yes
bld.sk.etym	nb	absent	yes
bld.sk.etym	sv	absent	yes
bld.sk.etym	fi	absent	yes
bld.sk.etym	tr	absent	yes
bld.sk.etym	hu	absent	yes
bld.sk.etym	sa	absent	yes
bld.sk.senses.h	en	absent	yes
bld.sk.senses.h	ru	absent	yes
bld.sk.senses.h	lv	absent	yes
bld.sk.senses.h	th	absent	yes
bld.sk.senses.h	gd	absent	yes
bld.sk.senses.h	tt	absent	yes
bld.sk.senses.h	uk	absent	yes
bld.sk.senses.h	cs	absent	yes
bld.sk.senses.h	zh	absent	yes
bld.sk.senses.h	ko	absent	yes
bld.sk.senses.h	ar	absent	yes
bld.sk.senses.h	nl-be	absent	yes
bld.sk.senses.h	es	absent	yes
bld.sk.senses.h	nl	absent	yes
bld.sk.senses.h	de	absent	yes
bld.sk.senses.h	fr	absent	yes
bld.sk.senses.h	he	absent	yes
bld.sk.senses.h	hi	absent	yes
bld.sk.senses.h	bn	absent	yes
bld.sk.senses.h	fa	absent	yes
bld.sk.senses.h	ur	absent	yes
bld.sk.senses.h	ja	absent	yes
bld.sk.senses.h	da	absent	yes
bld.sk.senses.h	nb	absent	yes
bld.sk.senses.h	sv	absent	yes
bld.sk.senses.h	fi	absent	yes
bld.sk.senses.h	tr	absent	yes
bld.sk.senses.h	hu	absent	yes
bld.sk.senses.h	sa	absent	yes
bld.sk.s1	en	absent	yes
bld.sk.s1	ru	absent	yes
bld.sk.s1	lv	absent	yes
bld.sk.s1	th	absent	yes
bld.sk.s1	gd	absent	yes
bld.sk.s1	tt	absent	yes
bld.sk.s1	uk	absent	yes
bld.sk.s1	cs	absent	yes
bld.sk.s1	zh	absent	yes
bld.sk.s1	ko	absent	yes
bld.sk.s1	ar	absent	yes
bld.sk.s1	nl-be	absent	yes
bld.sk.s1	es	absent	yes
bld.sk.s1	nl	absent	yes
bld.sk.s1	de	absent	yes
bld.sk.s1	fr	absent	yes
bld.sk.s1	he	absent	yes
bld.sk.s1	hi	absent	yes
bld.sk.s1	bn	absent	yes
bld.sk.s1	fa	absent	yes
bld.sk.s1	ur	absent	yes
bld.sk.s1	ja	absent	yes
bld.sk.s1	da	absent	yes
bld.sk.s1	nb	absent	yes
bld.sk.s1	sv	absent	yes
bld.sk.s1	fi	absent	yes
bld.sk.s1	tr	absent	yes
bld.sk.s1	hu	absent	yes
bld.sk.s1	sa	absent	yes
bld.sk.s2	en	absent	yes
bld.sk.s2	ru	absent	yes
bld.sk.s2	lv	absent	yes
bld.sk.s2	th	absent	yes
bld.sk.s2	gd	absent	yes
bld.sk.s2	tt	absent	yes
bld.sk.s2	uk	absent	yes
bld.sk.s2	cs	absent	yes
bld.sk.s2	zh	absent	yes
bld.sk.s2	ko	absent	yes
bld.sk.s2	ar	absent	yes
bld.sk.s2	nl-be	absent	yes
bld.sk.s2	es	absent	yes
bld.sk.s2	nl	absent	yes
bld.sk.s2	de	absent	yes
bld.sk.s2	fr	absent	yes
bld.sk.s2	he	absent	yes
bld.sk.s2	hi	absent	yes
bld.sk.s2	bn	absent	yes
bld.sk.s2	fa	absent	yes
bld.sk.s2	ur	absent	yes
bld.sk.s2	ja	absent	yes
bld.sk.s2	da	absent	yes
bld.sk.s2	nb	absent	yes
bld.sk.s2	sv	absent	yes
bld.sk.s2	fi	absent	yes
bld.sk.s2	tr	absent	yes
bld.sk.s2	hu	absent	yes
bld.sk.s2	sa	absent	yes
bld.sk.s3	en	absent	yes
bld.sk.s3	ru	absent	yes
bld.sk.s3	lv	absent	yes
bld.sk.s3	th	absent	yes
bld.sk.s3	gd	absent	yes
bld.sk.s3	tt	absent	yes
bld.sk.s3	uk	absent	yes
bld.sk.s3	cs	absent	yes
bld.sk.s3	zh	absent	yes
bld.sk.s3	ko	absent	yes
bld.sk.s3	ar	absent	yes
bld.sk.s3	nl-be	absent	yes
bld.sk.s3	es	absent	yes
bld.sk.s3	nl	absent	yes
bld.sk.s3	de	absent	yes
bld.sk.s3	fr	absent	yes
bld.sk.s3	he	absent	yes
bld.sk.s3	hi	absent	yes
bld.sk.s3	bn	absent	yes
bld.sk.s3	fa	absent	yes
bld.sk.s3	ur	absent	yes
bld.sk.s3	ja	absent	yes
bld.sk.s3	da	absent	yes
bld.sk.s3	nb	absent	yes
bld.sk.s3	sv	absent	yes
bld.sk.s3	fi	absent	yes
bld.sk.s3	tr	absent	yes
bld.sk.s3	hu	absent	yes
bld.sk.s3	sa	absent	yes
bld.sk.s4	en	absent	yes
bld.sk.s4	ru	absent	yes
bld.sk.s4	lv	absent	yes
bld.sk.s4	th	absent	yes
bld.sk.s4	gd	absent	yes
bld.sk.s4	tt	absent	yes
bld.sk.s4	uk	absent	yes
bld.sk.s4	cs	absent	yes
bld.sk.s4	zh	absent	yes
bld.sk.s4	ko	absent	yes
bld.sk.s4	ar	absent	yes
bld.sk.s4	nl-be	absent	yes
bld.sk.s4	es	absent	yes
bld.sk.s4	nl	absent	yes
bld.sk.s4	de	absent	yes
bld.sk.s4	fr	absent	yes
bld.sk.s4	he	absent	yes
bld.sk.s4	hi	absent	yes
bld.sk.s4	bn	absent	yes
bld.sk.s4	fa	absent	yes
bld.sk.s4	ur	absent	yes
bld.sk.s4	ja	absent	yes
bld.sk.s4	da	absent	yes
bld.sk.s4	nb	absent	yes
bld.sk.s4	sv	absent	yes
bld.sk.s4	fi	absent	yes
bld.sk.s4	tr	absent	yes
bld.sk.s4	hu	absent	yes
bld.sk.s4	sa	absent	yes
bld.sk.s3.law	en	absent	yes
bld.sk.s3.law	ru	absent	yes
bld.sk.s3.law	lv	absent	yes
bld.sk.s3.law	th	absent	yes
bld.sk.s3.law	gd	absent	yes
bld.sk.s3.law	tt	absent	yes
bld.sk.s3.law	uk	absent	yes
bld.sk.s3.law	cs	absent	yes
bld.sk.s3.law	zh	absent	yes
bld.sk.s3.law	ko	absent	yes
bld.sk.s3.law	ar	absent	yes
bld.sk.s3.law	nl-be	absent	yes
bld.sk.s3.law	es	absent	yes
bld.sk.s3.law	nl	absent	yes
bld.sk.s3.law	de	absent	yes
bld.sk.s3.law	fr	absent	yes
bld.sk.s3.law	he	absent	yes
bld.sk.s3.law	hi	absent	yes
bld.sk.s3.law	bn	absent	yes
bld.sk.s3.law	fa	absent	yes
bld.sk.s3.law	ur	absent	yes
bld.sk.s3.law	ja	absent	yes
bld.sk.s3.law	da	absent	yes
bld.sk.s3.law	nb	absent	yes
bld.sk.s3.law	sv	absent	yes
bld.sk.s3.law	fi	absent	yes
bld.sk.s3.law	tr	absent	yes
bld.sk.s3.law	hu	absent	yes
bld.sk.s3.law	sa	absent	yes
bld.sk.decl.h	en	absent	yes
bld.sk.decl.h	ru	absent	yes
bld.sk.decl.h	lv	absent	yes
bld.sk.decl.h	th	absent	yes
bld.sk.decl.h	gd	absent	yes
bld.sk.decl.h	tt	absent	yes
bld.sk.decl.h	uk	absent	yes
bld.sk.decl.h	cs	absent	yes
bld.sk.decl.h	zh	absent	yes
bld.sk.decl.h	ko	absent	yes
bld.sk.decl.h	ar	absent	yes
bld.sk.decl.h	nl-be	absent	yes
bld.sk.decl.h	es	absent	yes
bld.sk.decl.h	nl	absent	yes
bld.sk.decl.h	de	absent	yes
bld.sk.decl.h	fr	absent	yes
bld.sk.decl.h	he	absent	yes
bld.sk.decl.h	hi	absent	yes
bld.sk.decl.h	bn	absent	yes
bld.sk.decl.h	fa	absent	yes
bld.sk.decl.h	ur	absent	yes
bld.sk.decl.h	ja	absent	yes
bld.sk.decl.h	da	absent	yes
bld.sk.decl.h	nb	absent	yes
bld.sk.decl.h	sv	absent	yes
bld.sk.decl.h	fi	absent	yes
bld.sk.decl.h	tr	absent	yes
bld.sk.decl.h	hu	absent	yes
bld.sk.decl.h	sa	absent	yes
bld.sk.case	en	absent	yes
bld.sk.case	ru	absent	yes
bld.sk.case	lv	absent	yes
bld.sk.case	th	absent	yes
bld.sk.case	gd	absent	yes
bld.sk.case	tt	absent	yes
bld.sk.case	uk	absent	yes
bld.sk.case	cs	absent	yes
bld.sk.case	zh	absent	yes
bld.sk.case	ko	absent	yes
bld.sk.case	ar	absent	yes
bld.sk.case	nl-be	absent	yes
bld.sk.case	es	absent	yes
bld.sk.case	nl	absent	yes
bld.sk.case	de	absent	yes
bld.sk.case	fr	absent	yes
bld.sk.case	he	absent	yes
bld.sk.case	hi	absent	yes
bld.sk.case	bn	absent	yes
bld.sk.case	fa	absent	yes
bld.sk.case	ur	absent	yes
bld.sk.case	ja	absent	yes
bld.sk.case	da	absent	yes
bld.sk.case	nb	absent	yes
bld.sk.case	sv	absent	yes
bld.sk.case	fi	absent	yes
bld.sk.case	tr	absent	yes
bld.sk.case	hu	absent	yes
bld.sk.case	sa	absent	yes
bld.sk.masc	en	absent	yes
bld.sk.masc	ru	absent	yes
bld.sk.masc	lv	absent	yes
bld.sk.masc	th	absent	yes
